name,category_list,funding_total_usd,status,country_code,state_code,city,funding_rounds,Investors,Number_of_Investors,Acquirer,Acquirer_Category,Acquirer_Country,Acquirer_State,Acquirer_City,Acquired_Price,Acquired Currency,county,founded_at,Coordinates,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Transphorm,Technology,221200001,operating,USA,CA,Goleta,9,Foundation Capital:115000000.0|Fujitsu:70000000|Google Ventures:115000000.0|Innovation Network Corporation of Japan:35000000|KKR (Kohlberg Kravis Roberts & Co.):70000000|Kleiner Perkins Caufield & Byers:115000000.0|Lux Capital:45000000.0|Nihon Inter Electronics Company:35000000,8,-,-,-,-,-,0,-,Santa Barbara,2007,37.479736:-122.148097,90,US,1567267649,100,34.44,-119.83,75.99,0.87
Arena Pharmaceuticals,Technology,220260000,ipo,USA,CA,San Diego,3,Deerfield Capital Management:151760000,1,-,-,-,-,-,0,-,San Diego,1977,29.780472:-95.386342,90,US,1567267821,78,32.72,-117.16,73.99,3.36
Mirantis,Software,220000000,operating,USA,CA,Mountain View,4,August Capital:200000000.0|Dell:10000000|Ericsson Venture Partners:210000000.0|Goldman Sachs:100000000|Insight Venture Partners:200000000.0|Intel Capital:210000000.0|Red Hat:10000000|Sapphire Ventures:210000000.0|WestSummit Capital:220000000.0,9,-,-,-,-,-,0,-,Santa Clara,2011,40.664274:-73.9385,1,US,1567267588,82,37.39,-122.08,71.01,2.44
Gett,Software,220000000,operating,USA,NY,New York,6,Access Industries:20000000|Inventure Partners:20000000|Kreos Capital:21000000|MCI Capital SA:20000000|Vostok New Ventures Ltd:150000000|Len Blavatnik:7000000|Roi More:20000000|Shahar Waiser:22000000.0,8,-,-,-,-,-,0,-,New York,2010,33.762909:-84.422675,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Qualtrics,Software,220000000,operating,USA,UT,Provo,2,Accel:220000000.0|Insight Venture Partners:150000000|Sequoia Capital:220000000.0,3,-,-,-,-,-,0,-,Utah,2002,42.503227:-71.201713,1,US,1567267768,44,40.23,-111.66,81,6.93
BlackLine,Software,220000000,operating,USA,CA,Woodland Hills,1,Iconiq Capital:220000000|Silver Lake Partners:220000000,2,-,-,-,-,-,0,-,Los Angeles,2001,46.869322:-114.010346,5,US,1567267708,53,34.17,-118.61,79,1.16
Stion,Technology,220000000,operating,USA,CA,San Jose,4,AVACO:130000000|Braemar Energy Ventures:170000000.0|General Catalyst Partners:145000000.0|Khosla Ventures:170000000.0|Lightspeed Venture Partners:170000000.0|TSMC:50000000|VentureTech Alliance:130000000,7,-,-,-,-,-,0,-,Santa Clara,2006,30.307182:-97.755996,1,US,1567267822,83,27.58,-98.31,87.8,4.7
ConforMIS,Technology,219100000,ipo,USA,MA,Burlington,3,Aeris Capital:50000000|Government Investment Funds:167700000|Sovereign Wealth Funds:167700000,3,-,-,-,-,-,0,-,Middlesex,2004,40.664274:-73.9385,40,US,1567267693,43,44.47,-73.21,71.6,10.29
SolarWinds,Software,217500000,ipo,USA,TX,Austin,3,Austin Ventures:7500000|Bain Capital Ventures:207500000.0|Insight Venture Partners:207500000.0,3,-,-,-,-,-,0,-,Travis,1999,37.727239:-123.032229,75,US,1567267502,62,30.27,-97.74,89.01,5.82
OpenPeak,Software,216973367,operating,USA,FL,Boca Raton,7,Castletop Capital:30000000|Intel Capital:52000000|Millennium Technology Value Partners:52000000|RRE Ventures:30000000,4,-,-,-,-,-,0,-,Palm Beach,2002,42.33196:-71.020173,1,US,1567267487,62,26.36,-80.08,91.4,12.75
New Relic,Software,214500000,ipo,USA,CA,San Francisco,6,Allen & Company:105000000.0|Benchmark:114500000.0|BlackRock:100000000|DAG Ventures:15000000|Dragoneer Investment Group:80000000|Fidelity Investments:100000000|Four Rivers Group:15000000|Insight Venture Partners:80000000|Passport Capital:100000000|Passport Ventures:80000000|T. Rowe Price:180000000.0|Tenaya Capital:105000000.0|Trinity Ventures:111000000.0|Wellington Management:100000000,14,-,-,-,-,-,0,-,San Francisco,2008,42.375967:-71.118275,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Houzz,Software,213600000,operating,USA,CA,Palo Alto,4,Comcast Ventures:35000000|DST Global Solutions:165000000|GGV Capital:200000000.0|Kleiner Perkins Caufield & Byers:200000000.0|New Enterprise Associates:200000000.0|Sequoia Capital:211600000.0|T. Rowe Price:165000000|Amos Wilnai:13600000.0|David Sacks:35000000|Don Katz:13600000.0|Gary Ginsberg:13600000.0|Jeff Fluhr:2000000|Mike Chalfen:2000000|Oliver Jung:200000000.0|Oren Dobronsky:2000000|Oren Zeev:178600000.0|Paul Hsiao:35000000,17,-,-,-,-,-,0,-,Santa Clara,2009,32.8153:-117.134993,20,US,1567267506,77,37.44,-122.16,71.01,3.36
Radius Health,Technology,212900000,ipo,USA,MA,Cambridge,6,BB Biotech Ventures:202900000.0|Biotech Growth:43000000|Brookside Capital:130400000.0|F2 Biosciences III:43000000|HealthCare Ventures:159900000.0|MPM Bio IV NVS Strategic Fund:68000000.0|MPM Capital:202900000.0|Oxford Bioscience Partners:72500000.0|Saints Capital:87400000.0|Scottish Widows Investment Partnership:159900000.0|Wellcome Trust:159900000.0,11,-,-,-,-,-,0,-,Middlesex,2003,43.298493:-70.977005,1,US,1567267602,53,41.3,-90.19,71.6,12.75
GCT Semiconductor,Hardware,212528399,operating,USA,CA,San Jose,8,3V SourceOne Ventures:38000000|AT Ventures:20000000|Bokwang Investment:20000000|DoCoMo Capital:5000000|Draper Nexus Ventures:80323199|East Gate Capital Management:20000000|ITX International Holdings:38000000|JAIC America:5000000|KGI Partners:20000000|Mizuho Venture Capital:38000000|National Semiconductor:38000000|Nexus Investment:20000000|Parakletos Ventures:34000000.0|Pequot Capital:20000000|Pequot Ventures:38000000|Pericom Semiconductor:38000000|Samsung Ventures:20000000|UOB Venture:38000000|UTStarcom:20000000|yet2Ventures:80323199,20,-,-,-,-,-,0,-,Santa Clara,2000,40.664274:-73.9385,1,US,1567267822,83,27.58,-98.31,87.8,4.7
Isis Pharmaceuticals,Technology,212250000,ipo,USA,CA,Carlsbad,2,GlaxoSmithKline:11000000,1,-,-,-,-,-,0,-,San Diego,1989,27.985624:-80.662621,90,US,1567267695,73,33.16,-117.35,73.4,1.95
SolFocus,Technology,211403000,closed,USA,CA,San Jose,8,"Apex Venture Partners:96303000.0|ATEL Ventures:3000000|Demeter Partners:30600000|Moser Baer India, Ltd:63600000|New Enterprise Associates:188403000.0|NGEN Partners:154303000.0|Yellowstone Capital:119200000.0",7,-,-,-,-,-,0,-,Santa Clara,2005,33.678399:-117.771254,1,US,1567267822,83,27.58,-98.31,87.8,4.7
Flipboard,Entertainment,210500000,operating,USA,CA,Palo Alto,5,Comcast Interactive Capital:50000000|GGV Capital:50000000|Goldman Sachs:100000000.0|Index Ventures:110500000.0|Insight Venture Partners:150000000.0|JP Morgan Chase & Co.:50000000|Kleiner Perkins Caufield & Byers:160500000.0|Rizvi Traverse Management:50000000|SV Angel:10500000|The Chernin Group:10500000|Ashton Kutcher:60500000.0|Dustin Moskovitz:60500000.0|Jack Dorsey:60500000.0|Peter Chernin:50000000|Peter Currie:10500000|Quincy Smith:10500000|Ron Conway:50000000|Suhail Rizvi:50000000,18,-,-,-,-,-,0,-,Santa Clara,2010,37.515274:-122.213672,20,US,1567267506,77,37.44,-122.16,71.01,3.36
Nextdoor,Communication,210200000,operating,USA,CA,San Francisco,4,Allen & Company:40200000.0|Benchmark:100200000.0|Bezos Expeditions:21600000|Comcast Ventures:60000000|DAG Ventures:21600000|Google Ventures:21600000|Greylock Partners:100200000.0|Insight Venture Partners:110000000|Kleiner Perkins Caufield & Byers:60000000|Pinnacle Ventures:40200000.0|Redpoint Ventures:110000000|Shasta Ventures:100200000.0|Slow Ventures:60000000|SV Angel:18600000|Tiger Global Management:60000000|Valor Capital Group:110000000,16,-,-,-,-,-,0,-,San Francisco,2010,42.33196:-71.020173,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Oversee.net,Marketing,210000000,operating,USA,CA,Los Angeles,2,Bank of America:60000000|Oak Hill Capital Partners:150000000,2,-,-,-,-,-,0,-,Los Angeles,2000,-1,1,US,1567267506,69,34.05,-118.24,77,3.58
Editas Medicine,Technology,210000000,operating,USA,MA,Cambridge,3,Alexandria Venture:120000000|Casdin Capital:120000000|Deerfield:120000000|EcoR1 Capital:120000000|Fidelity Management and Research Company:120000000|Flagship Ventures:163000000.0|Google Ventures:120000000|Jennison Associates:120000000|Juno Therapeutics:47000000|Khosla Ventures:120000000|Omega Funds:120000000|Partners Innovation Fund:43000000|Polaris Partners:163000000.0|T. Rowe Price:120000000|Third Rock Ventures:163000000.0|Viking Global Investors:120000000|Boris Nikolic:120000000,17,-,-,-,-,-,0,-,Middlesex,2013,42.375967:-71.118275,1,US,1567267602,53,41.3,-90.19,71.6,12.75
AVEO Pharmaceuticals,Technology,208949997,ipo,USA,MA,Cambridge,6,Flagship Ventures:42700000|Greylock Partners:42700000|Hercules Technology Growth Capital:25000000|Highland Capital Partners:42700000|MPM Capital:42700000|Oxford Bioscience Partners:42700000|Prospect Venture Partners:42700000|Venrock:95700000.0,8,-,-,-,-,-,0,-,Middlesex,2012,39.761849:-104.880625,1,US,1567267602,53,41.3,-90.19,71.6,12.75
Quanta Services,Construction,207900000,ipo,USA,TX,Houston,2,First Reserve Corporation:207900000.0,1,-,-,-,-,-,0,-,Harris,1997,38.904149:-77.017094,20,US,1567267722,62,29.76,-95.37,90,3.69
MediaMath,Marketing,207500000,operating,USA,NY,New York,6,Catalyst Investors:73500000|European Founders Fund:26500000.0|Observatory Capital:73500000|QED Investors:26500000.0|Safeguard Scientifics:86000000.0|Silicon Valley Bank:2500000|Spring Lake Equity Partners:73500000,7,-,-,-,-,-,0,-,New York,2007,40.664274:-73.9385,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Actifio,Software,207500000,operating,USA,MA,Waltham,6,Advanced Technology Ventures:149500000.0|Andreessen Horowitz:183500000.0|Greylock Partners:8000000|83North:199500000.0|North Bridge Venture Partners & Growth Equity:107500000.0|Technology Crossover Ventures:150000000.0|Tiger Global Management:100000000,7,-,-,-,-,-,0,-,Middlesex,2009,37.515274:-122.213672,40,US,1567267852,44,42.38,-71.24,78.01,9.17
Proterra,Sports,207210700,operating,USA,SC,Greenville,8,88 Green Ventures:117210700.0|Constellation Ventures:30000000|Edison Energy:30000000|General Motors Ventures:94210700.0|Global Investment Partners:23000000|Hennessey Capital:87210700.0|Hercules Technology Growth Capital:25000000|Kleiner Perkins Caufield & Byers:117210700.0|Middle East Venture Partners (MEVP):30000000|Mitsui & Co. Global Investment:60000000.0|MK Energy and Infrastructure:20000000|SC Launch:30000000|Silicon Valley Bank:15000000|Strategic investor:30000000|Tao Capital Partners:34210700|TAO Investments:30000000|Upstate Carolina Angel Network:147210700.0|Vision Ridge Partners:117210700.0|Mike Dorsey:30000000|Miriam Rivera:30000000,20,-,-,-,-,-,0,-,Greenville,2004,47.620499:-122.350876,1,US,1567267739,51,34.85,-82.4,87.01,3.58
Genocea Biosciences,Technology,206525461,ipo,USA,MA,Cambridge,8,Auriga Partners:91625461.0|Bill & Melinda Gates Foundation:51221810.0|Cycad Group:110539544.0|Johnson & Johnson Development Corporation:110539544.0|Lux Capital:110539544.0|Morningside Group:85021810.0|MP Healthcare Venture Management:110539544.0|Polaris Partners:110539544.0|Skyline Ventures:90517734.0|SR One:90517734.0,10,-,-,-,-,-,0,-,Middlesex,2006,28.599069:-81.347821,1,US,1567267602,53,41.3,-90.19,71.6,12.75
Alimera Sciences,Technology,206050000,ipo,USA,GA,Alpharetta,7,Domain Associates:63550000.0|Intersouth Partners:63550000.0|Polaris Partners:63550000.0|Scale Venture Partners:63550000.0|Venrock:36800000.0,5,-,-,-,-,-,0,-,Fulton,2003,37.727239:-123.032229,1,US,1567267672,51,34.07,-84.27,86,3.36
Vital Therapies,Technology,205868476,ipo,USA,CA,San Diego,8,Delphi Ventures:28100000|DFJ DragonFund:28100000|Draper Fisher Jurvetson (DFJ):4347018|HBM BioVentures:28100000|Versant Ventures:28100000,5,-,-,-,-,-,0,-,San Diego,2003,45.058606:-92.830407,90,US,1567267821,78,32.72,-117.16,73.99,3.36
CVRx,Technology,205600000,operating,USA,MN,Minneapolis,5,BB&T:84000000|DaVita:12000000|Frazier Healthcare Partners:84000000|InterWest Partners:149000000.0|Johnson & Johnson Development Corporation:178600000.0|Kearny Venture Partners:65000000|New Enterprise Associates:178600000.0|SightLine Partners:113600000.0|Silicon Valley Bank:15000000|Sterling Capital Management:29600000|Ysios Capital:12000000,11,-,-,-,-,-,0,-,Hennepin,2001,37.494373:-121.941117,90,US,1567267508,63,44.98,-93.27,66.99,11.41
Jasper,Software,205300000,operating,USA,CA,Santa Clara,6,AllianceBernstein:86200000.0|Bench:31600000|Benchmark:32500000.0|Bridgescale Partners:25000000|Crescendo Ventures:25000000|DAG Ventures:25000000|Integral Capital Partners:25000000|Sequoia Capital:125300000.0|Temasek Holdings:80000000.0,9,-,-,-,-,-,0,-,Santa Clara,2004,40.664274:-73.9385,20,US,1567267529,82,37.35,-121.96,72,4.7
Extreme Reach,Marketing,204632382,operating,USA,MA,Needham,9,Cross Creek Advisors:48999998|Greycroft Partners:11600000.0|Long River Ventures:10500000.0|Spectrum Equity:50000000|Village Ventures:10500000.0,5,-,-,-,-,-,0,-,Norfolk,2007,37.727239:-123.032229,75,US,1567267783,68,39.53,-85.97,72,16.11
ServiceMax,Software,204000000,operating,USA,CA,Pleasanton,6,Adams Street Partners:180000000.0|Cloud Apps Capital Partners:82000000|Cross Creek Advisors:71000000|Crosslink Capital:180000000.0|Emergence Capital Partners:204000000.0|GE Ventures:82000000|Kleiner Perkins Caufield & Byers:153000000.0|Mayfield:82000000|Mayfield Fund:112000000.0|Meritech Capital Partners:153000000.0|PremjiInvest:82000000|PTC Inc:82000000|QuestMark Partners:153000000.0|Salesforce Ventures:95000000.0|Sozo Ventures:153000000.0|Trinity Ventures:202000000.0,16,-,-,-,-,-,0,-,Alameda,2007,42.375967:-71.118275,20,US,1567267800,77,37.66,-121.87,71.6,3.36
StreetShares,Finance,203650000,operating,USA,VA,Reston,3,Accion:1200000|Community Investment Management (CIM):200000000|Direct Lending Investment:200000000|EagleBank:200000000,4,-,-,-,-,-,0,-,Fairfax,2014,30.307182:-97.755996,40,US,1567267812,45,38.96,-77.36,86,8.05
"SevOne, Inc.",Software,202000000,operating,USA,DE,Wilmington,3,Bain Capital:150000000|Bain Capital Ventures:200000000.0|Brookside Capital:50000000|HarbourVest Partners:50000000|Osage Venture Partners:52000000.0|Westfield Capital Management:50000000,6,-,-,-,-,-,0,-,New Castle,2005,-1,75,US,1567267862,44,39.75,-75.55,82.99,9.17
InsideSales.com,Software,201200024,operating,USA,UT,Provo,4,Acadia Woods Partners:100000000|EPIC Ventures:100000000|HWVP:201200024.0|Kleiner Perkins Caufield & Byers:160649981.0|Microsoft:60649981|Microsoft Corporation - Strategic Investments:60649981|Polaris Partners:160649981.0|Salesforce Ventures:160649981.0|U.S. Venture Partners (USVP):197200024.0|Zetta Venture Partners:160649981.0|Josh James:4000000,11,-,-,-,-,-,0,-,Utah,2004,40.889398:-74.045698,1,US,1567267768,44,40.23,-111.66,81,6.93
Ion Healthcare,Technology,200249935,operating,USA,VA,Richmond,2,J.W. Childs Associates:200000000,1,-,-,-,-,-,0,-,Fairfax,2005,37.385784:-122.026323,20,US,1567267813,77,37.94,-122.35,70,3.36
HighTower Advisors,Finance,200000000,operating,USA,IL,Chicago,2,Asset Management Ventures (AMV):100000000|BMO Harris Bank:100000000|DLB Capital:100000000|PNC Bank:100000000,4,-,-,-,-,-,0,-,Cook,2008,47.620499:-122.350876,40,US,1567267448,52,41.88,-87.62,72,14.99
Blue Origin,Manufacturing,200000000,operating,USA,WA,Kent,1,Jeff Bezos:200000000,1,-,-,-,-,-,0,-,King,2011,47.620499:-122.350876,1,US,1567267756,56,41.15,-81.36,73,8.05
Crocs,Manufacturing,200000000,ipo,USA,CO,Niwot,1,The Blackstone Group:200000000,1,-,-,-,-,-,0,-,Boulder,2002,40.664274:-73.9385,1,US,1567267787,64,40.1,-105.17,75.99,4.72
Dun & Bradstreet Credibility Corporation,Marketing,200000000,acquired,USA,CA,Malibu,1,Great Hill Partners:200000000,1,Dun & Bradstreet,B2B|Business Services|Services|Supply Chain Management,USA,NJ,Short Hills,350000000,USD,Los Angeles,2010,32.8153:-117.134993,1,US,1567267666,51,33.61,-84.48,86,3.36
Cardinal Midstream,Technology,200000000,operating,USA,TX,Dallas,1,EnCap Flatrock Midstream:200000000,1,-,-,-,-,-,0,-,Dallas,2008,33.678399:-117.771254,75,US,1567267710,83,32.78,-96.8,80.01,5.82
EDF Renewable Energy,Technology,200000000,operating,USA,CA,San Diego,1,Google:200000000,1,-,-,-,-,-,0,-,San Diego,1987,41.264675:-96.041927,90,US,1567267821,78,32.72,-117.16,73.99,3.36
Humacyte,Technology,199762373,operating,USA,NC,Morrisville,2,Access Industries:150000000|Bangkok bank:150000000|Pacific Eagle Asset Management:150000000|Reignwood Group:150000000|Brady Dougan:150000000|Gavril Yushvaev:150000000,6,-,-,-,-,-,0,-,Wake,2004,40.664274:-73.9385,1,US,1567267780,61,35.82,-78.83,89.01,2.48
Eventbrite,Management,199575000,operating,USA,CA,San Francisco,10,DAG Ventures:20000000|European Founders Fund:1300000|Sequoia Capital:26500000.0|SoftTech VC:1500000|SV Angel:1500000|T. Rowe Price:120000000.0|Tenaya Capital:20000000|Tiger Global Management:170000000.0|David Sacks:1500000|Jawed Karim:1500000|Joe Greenstein:1500000|Keith Rabois:1500000|Kevin Hartz:1750000.0|Michael Birch:1500000|Nir Eyal:1500000|Peter Jackson:1500000|Ron Conway:1500000|Ryan Gilbert:1500000|Saran Chari:1500000,19,-,-,-,-,-,0,-,San Francisco,2006,41.555958:-89.460529,20,US,1567267822,77,37.78,-122.42,69.01,3.36
SilkRoad Technology,Management,199500000,operating,USA,IL,Chicago,8,"Azure Capital Partners:169000000.0|Crosslink Capital:51000000.0|Foundation Capital:159000000.0|Horizon Technology Finance:7500000|Intel Capital:105000000.0|BDCA Venture, Inc.:51000000.0|NTT Finance:35000000|SilkRoad Equity:127000000.0|Tenaya Capital:89000000.0",9,-,-,-,-,-,0,-,Cook,2003,34.132689:-118.036347,40,US,1567267448,52,41.88,-87.62,72,14.99
Renewable Energy Group,Manufacturing,198730677,ipo,USA,IA,Ames,1,Natural Gas Partners:198730677,1,-,-,-,-,-,0,-,Story,1996,41.478138:-81.679486,90,US,1567267421,77,42.03,-93.62,66,5.82
Anacor Pharmaceutical,Technology,198500000,ipo,USA,CA,Palo Alto,8,Aberdare Ventures:82000000.0|Care Capital:75000000.0|GSK Venture Fund:65000000.0|Hercules Technology Growth Capital:45000000|Red Abbey Venture Partners:25000000|Rho Capital Partners:75000000.0|Rho Ventures:7000000|Schering:100000000.0|United States Department of the Treasury:1500000|Venrock:75000000.0,10,-,-,-,-,-,0,-,Santa Clara,2000,39.300213:-76.610516,20,US,1567267506,77,37.44,-122.16,71.01,3.36
Blu Homes,Finance,197500000,operating,USA,CA,Vallejo,5,Brightpath Capital Partners:90000000.0|Skagen Group:150000000.0|Tim Disney:12500000,3,-,-,-,-,-,0,-,Napa,2008,40.77852:-111.931414,20,US,1567267690,77,38.1,-122.26,71.01,3.36
PayPal,Finance,197000000,acquired,USA,CA,San Jose,5,Bankinter:90000000|BlueRun Ventures:4000000|Capital Group:100000000|Compass Technology Partners:100000000|Deutsche Bank:100000000|Digital Century Capital:100000000|eBank:90000000|Goldman Sachs:100000000|Hikari Tsushin Group:100000000|ING Group:90000000|Madison Dearborn Partners:100000000|Omnes Capital:90000000|Providian Financial:90000000|Qualcomm Ventures:100000000|Sequoia Capital:100000000|SingTel:100000000|TAMC:100000000|Temasek Holdings:100000000|Vertex Inc.:100000000|Elon Musk:100000000,20,eBay,All Markets|Auctions|Business Services|E-Commerce|Internet|Search,USA,CA,San Jose,1500000000,USD,Santa Clara,1998,42.30539:-71.283669,1,US,1567267822,83,27.58,-98.31,87.8,4.7
OncoMed Pharmaceuticals,Technology,196249996,ipo,USA,CA,Redwood City,3,Adams Street Partners:154000000|Bay Partners:154000000|Delphi Ventures:154000000|DeNovo Ventures:154000000|Latterell Venture Partners:154000000|Morgenthaler Ventures:154000000|Nomura Phase4 Ventures:154000000|The Vertical Group:154000000|U.S. Venture Partners (USVP):154000000,9,-,-,-,-,-,0,-,San Mateo,2004,-1,20,US,1567267812,77,37.49,-122.23,71.01,3.36
Invitae,Technology,195502111,ipo,USA,CA,San Francisco,5,"Three Leaf Ventures:120000000|Casdin Capital:160000000.0|Decheng Capital:120000000|Deerfield Capital Management:120000000|Genesys Capital:160000000.0|Genomic Health:160000000.0|Healthy Ventures:3644999|J.P. Morgan Securities Inc.:120000000|OrbiMed Advisors:120000000|Perceptive Advisors:120000000|Redmile Group:160000000.0|Rock Springs Capital:120000000|Thomas, McNerney & Partners:120000000|Wellington Management:120000000|Randy Scott:160000000.0",15,-,-,-,-,-,0,-,San Francisco,2012,37.479736:-122.148097,20,US,1567267822,77,37.78,-122.42,69.01,3.36
